Bedroom,Bathroom,Furnishing,Area,Building Age,Parking,Distance to Metro,Projected 10Y Rent,Price,Address
2,2,Furnished,1165,4,1,1.006558048,1730140,4400000,Faridabad
2,2,Furnished,1337,15,1,0.377495726,1631408,4200000,Faridabad
3,3,Furnished,1500,16,1,0.899419586,1840184,5950000,Faridabad
2,2,Furnished,1200,23,1,0.753069391,1549742,4100000,Faridabad
3,3,Furnished,1575,22,1,0.474066225,2101408,5700000,Faridabad
2,2,Furnished,1025,6,1,0.748297301,1703855,4000000,Faridabad
2,2,Furnished,1025,12,1,0.394524843,1724146,4000000,Faridabad
3,2,Semi-Furnished,2000,21,1,0.394524843,2424917,8800000,Faridabad
2,2,Furnished,1120,25,1,0.362135456,1717632,4740000,Faridabad
3,2,Semi-Furnished,1380,29,3,0.691213544,2143012,5000000,Faridabad
3,2,Semi-Furnished,1450,11,1,0.571607353,2060503,5200000,Faridabad
2,2,Semi-Furnished,1025,15,2,0.694859416,1957600,4000000,Faridabad
2,2,Unfurnished,1100,21,1,0.052879846,1967661,4500000,Faridabad
2,2,Semi-Furnished,1380,23,2,0.571607353,1379556,4500000,Faridabad
2,2,Unfurnished,1250,7,1,1.006558048,1128875,4000000,Faridabad
3,3,Furnished,1500,4,1,0.975093473,2558839,5910000,Faridabad
2,2,Furnished,1273,28,1,1.299533941,1380083,5100000,Faridabad
3,4,Furnished,1565,9,1,0.844385885,2340999,5600000,Faridabad
5,2,Unfurnished,540,13,1,1.035981238,8695084,17000000,Gandhi Nagar
3,3,Unfurnished,1350,9,1,1.035981238,10383001,25000000,Gandhi Nagar
3,2,Unfurnished,2250,22,1,0.916071727,3659436,10000000,Gandhi Nagar
3,2,Furnished,760,13,1,1.299533941,2599181,6000000,Geeta Colony
1,1,Unfurnished,500,24,1,1.035981238,845721,2200000,Geeta Colony
5,4,Furnished,810,24,1,1.035981238,11775280,28900000,Geeta Colony
3,2,Unfurnished,500,17,1,0.860933085,2814905,5500000,Geeta Colony
2,1,Unfurnished,500,6,1,0.916071727,1388515,3800000,Geeta Colony
5,5,Semi-Furnished,6499,3,1,0.914895716,85305167,165000000,Greater Kailash
4,4,Semi-Furnished,7173,19,1,0.384512474,24862895,49500000,Greater Kailash
3,3,Semi-Furnished,1872,5,1,0.968719294,8511197,27000000,Greater Kailash
2,2,Semi-Furnished,1000,16,1,0.526715422,7047516,25000000,Greater Kailash
3,4,Semi-Furnished,1934,25,1,0.605124358,15669859,54000000,Greater Kailash
5,5,Furnished,7000,12,1,0.46930036,44289211,165000000,Greater Kailash
4,4,Semi-Furnished,14000,7,1,0.538709293,20195879,70000000,Greater Kailash
3,3,Semi-Furnished,5905,23,1,1.010692513,17303026,39000000,Greater Kailash
3,3,Furnished,8983,8,1,0.332491437,12707206,45000000,Greater Kailash
4,4,Semi-Furnished,2400,27,1,0.562246566,24339206,70000000,Greater Kailash
4,3,Semi-Furnished,2700,28,1,0.721139539,29180307,60000000,Greater Kailash
5,4,Unfurnished,5025,12,3,0.327579402,45857627,170000000,Greater Kailash
4,4,Semi-Furnished,2799,3,1,0.563034074,31090978,65000000,Greater Kailash
4,4,Unfurnished,2650,1,2,0.616719738,25343797,75000000,Greater Kailash
4,4,Semi-Furnished,2200,9,2,0.673193029,14001386,47500000,Greater Kailash
5,4,Semi-Furnished,3500,3,1,0.479531835,31310082,70000000,Greater Kailash
4,4,Semi-Furnished,2200,8,2,0.670008125,20397223,47500000,Greater Kailash
4,4,Semi-Furnished,2200,5,1,0.481067332,19797258,40000000,Greater Kailash
4,4,Semi-Furnished,3500,12,3,0.808312821,38878346,85000000,Greater Kailash
3,3,Semi-Furnished,1440,11,3,0.634363439,12361082,26000000,Greater Kailash
4,4,Semi-Furnished,3150,9,3,0.444608302,11828764,35000000,Greater Kailash
2,2,Semi-Furnished,900,16,3,0.650680851,6207835,20000000,Greater Kailash
4,4,Semi-Furnished,3690,27,3,0.713079172,36457700,79000000,Greater Kailash
3,2,Semi-Furnished,1200,16,3,0.560813738,8097276,17000000,Greater Kailash
4,4,Semi-Furnished,4500,19,2,0.479531835,24924618,47500000,Greater Kailash
4,4,Semi-Furnished,2799,29,2,0.260915055,16012704,43000000,Greater Kailash
3,3,Unfurnished,1350,6,1,0.642991939,9403830,26000000,Greater Kailash
3,3,Unfurnished,1200,12,1,1.075062571,11707267,25000000,Greater Kailash
4,4,Semi-Furnished,2177,27,2,1.392242359,18026313,51000000,Greater Kailash
3,3,Semi-Furnished,1500,23,2,1.294215727,20359133,40000000,Greater Kailash
3,3,Unfurnished,1600,14,1,1.331440671,11022910,22500000,Greater Kailash
4,4,Semi-Furnished,4500,9,1,0.468337771,26369388,70000000,Greater Kailash
4,4,Unfurnished,2150,12,2,0.713575912,20770085,45000000,Greater Kailash
4,4,Semi-Furnished,2107,7,2,0.763913781,23635047,51100000,Greater Kailash
3,3,Semi-Furnished,1150,30,1,0.645097032,7415425,25500000,Greater Kailash
3,3,Unfurnished,1240,25,2,0.63573431,13290894,26500000,Greater Kailash
2,2,Unfurnished,1000,7,1,0.321371885,5952126,15000000,Greater Kailash
4,4,Semi-Furnished,4500,29,2,0.485510684,26481577,55000000,Greater Kailash
3,3,Semi-Furnished,1150,15,2,0.642357246,9047637,26000000,Greater Kailash
4,4,Semi-Furnished,2000,28,2,0.542036157,18988222,38000000,Greater Kailash
4,4,Semi-Furnished,4500,8,2,0.614972649,26550634,72500000,Greater Kailash
4,4,Semi-Furnished,3000,30,3,0.63471438,17320736,65000000,Greater Kailash
4,4,Semi-Furnished,2400,16,1,0.831863542,35160228,70000000,Greater Kailash
4,3,Semi-Furnished,2700,26,1,0.696326147,17260831,60000000,Greater Kailash
5,4,Unfurnished,5025,20,3,0.919738134,59124648,170000000,Greater Kailash
4,4,Semi-Furnished,22050,29,2,0.513740573,26217434,51000000,Greater Kailash
3,3,Semi-Furnished,1600,11,1,0.611475399,15426331,30000000,Greater Kailash
4,4,Unfurnished,2700,20,2,0.912634891,15139588,36500000,Greater Kailash
2,2,Semi-Furnished,1250,14,1,0.54070908,10754455,25000000,Greater Kailash
3,3,Semi-Furnished,1600,25,2,0.454169984,16227913,42500000,Greater Kailash
3,3,Unfurnished,1650,28,1,0.269129022,13806892,40500000,Greater Kailash
3,3,Unfurnished,1650,29,1,0.223230929,11033098,31500000,Greater Kailash
3,3,Semi-Furnished,500,5,2,0.486656148,22045122,50000000,Greater Kailash
3,3,Semi-Furnished,500,12,2,0.717346274,19633035,42500000,Greater Kailash
2,3,Semi-Furnished,1150,11,1,0.658322051,6848186,14500000,Greater Kailash
3,3,Semi-Furnished,1900,9,1,0.457196573,21229730,45000000,Greater Kailash
3,3,Semi-Furnished,2000,20,1,0.436420159,15821260,55000000,Greater Kailash
3,3,Semi-Furnished,1550,3,1,0.54070908,15758118,40000000,Greater Kailash
3,3,Semi-Furnished,500,28,1,0.54070908,15333411,55000000,Greater Kailash
3,2,Semi-Furnished,2355,21,1,0.222105607,4084804,10000000,Greater Noida
2,2,Unfurnished,1010,1,1,0.577490112,1330036,3500000,Greater Noida
1,1,Unfurnished,500,4,1,0.714530446,1244072,2500000,Greater Noida
2,2,Semi-Furnished,925,23,1,0.174020869,1780613,5000000,Greater Noida
1,1,Furnished,688,7,1,0.640095351,1619621,5500000,Greater Noida
4,4,Semi-Furnished,2194,19,1,0.577490112,5272938,17500000,Greater Noida
3,3,Semi-Furnished,899,20,1,0.21981483,3250535,7000000,Greater Noida
3,3,Semi-Furnished,1589,19,1,0.573963677,4905762,11500000,Greater Noida
2,2,Semi-Furnished,959,27,1,0.467253428,667628,2300000,Greater Noida
4,4,Semi-Furnished,1800,4,1,0.63727934,2743562,9600000,Greater Noida
3,2,Semi-Furnished,500,21,1,0.718423285,2690415,6000000,Greater Noida
2,2,Semi-Furnished,1027,10,2,0.485002476,1244308,4400000,Greater Noida
3,3,Furnished,500,19,1,0.656634489,2161220,4500000,Greater Noida
3,3,Semi-Furnished,2200,6,1,0.119197315,7421577,16500000,Greater Noida
2,2,Semi-Furnished,915,26,1,0.718423285,2280485,8000000,Greater Noida
3,2,Semi-Furnished,1000,8,1,0.301783132,1372706,4800000,Greater Noida
5,4,Semi-Furnished,4544,26,1,0.364323019,17282422,33000000,Greater Noida
5,5,Semi-Furnished,3435,21,1,0.653733934,9056990,25000000,Greater Noida
2,2,Unfurnished,600,17,1,0.467253428,1083969,3000000,Greater Noida
2,2,Semi-Furnished,1225,30,1,0.691794133,3345179,7000000,Greater Noida
2,2,Semi-Furnished,899,10,2,0.430345322,1581043,3080000,Greater Noida
1,1,Furnished,500,1,1,0.600167335,1570624,3000000,Greater Noida
3,3,Semi-Furnished,1325,9,1,0.600167335,7395493,16000000,Greater Noida
2,2,Unfurnished,1215,16,1,0.656634489,1814019,5000000,Greater Noida
4,4,Semi-Furnished,3959,2,1,0.234985169,4712862,16500000,Greater Noida
2,2,Unfurnished,539,20,1,0.300646937,1405452,3000000,Greater Noida
3,2,Semi-Furnished,1549,18,1,0.656634489,1971936,4800000,Greater Noida
3,3,Semi-Furnished,1755,19,1,0.718423285,2928491,7800000,Greater Noida
2,1,Unfurnished,514,16,1,0.222105607,804072,1600000,Greater Noida
3,2,Semi-Furnished,900,27,1,0.653733934,1113131,3800000,Greater Noida
3,2,Unfurnished,500,27,1,0.364323019,1967398,5000000,Greater Noida
1,1,Unfurnished,775,25,2,0.817267975,1119757,4200000,Greater Noida
3,2,Unfurnished,2355,13,1,0.485002476,4452366,11500000,Greater Noida
4,4,Semi-Furnished,1900,28,1,0.653733934,3898416,14000000,Greater Noida
5,5,Unfurnished,8357,7,1,0.485002476,17253884,58500000,Greater Noida
2,2,Unfurnished,1039,8,1,0.112967957,1472988,5000000,Greater Noida
2,2,Semi-Furnished,1722,23,1,0.330202559,10216814,23500000,Greater Noida
3,4,Unfurnished,3150,28,3,0.339001653,9205703,20000000,Greater Noida
2,2,Furnished,1000,5,1,1.006558048,1773955,4250000,Greater Noida
1,1,Semi-Furnished,2109,8,1,0.794715562,23793954,46000000,Greater Noida
5,5,Semi-Furnished,5000,21,1,1.006558048,19934075,55000000,Greater Noida
5,5,Semi-Furnished,7008,22,1,0.814372756,8812287,26000000,Greater Noida
5,5,Semi-Furnished,4110,1,1,0.595961035,39407395,80000000,Greater Noida
2,2,Semi-Furnished,1000,22,1,0.814372756,1677308,5200000,Greater Noida
3,3,Unfurnished,1450,6,1,0.493564087,3881525,7500000,Greater Noida
3,3,Furnished,2411,2,1,0.482342875,1979804,7420000,Greater Noida
5,5,Unfurnished,13748,20,1,0.482342875,38946853,75000000,Greater Noida
5,5,Semi-Furnished,4518,9,1,0.758139263,24749418,90000000,Greater Noida
3,2,Unfurnished,2159,18,1,0.802527974,5982424,12000000,Greater Noida
3,3,Unfurnished,517,4,1,0.542293309,4429989,11000000,Greater Noida
2,4,Semi-Furnished,500,23,1,0.418542877,2521810,4800000,Greater Noida
2,2,Unfurnished,744,29,1,0.413288286,1273814,4500000,Greater Noida
5,5,Semi-Furnished,6400,27,1,0.707826012,43010172,105000000,Greater Noida
4,5,Unfurnished,3199,4,2,0.474133904,28552670,55000000,Greater Noida
4,4,Semi-Furnished,2750,7,3,0.49523285,8833281,22000000,Greater Noida
2,1,Unfurnished,1200,11,2,0.581003149,1288606,3000000,Greater Noida
1,1,Semi-Furnished,550,24,1,0.494116553,639247,1430000,Greater Noida
5,5,Semi-Furnished,8375,23,1,0.222105607,19172007,50000000,Greater Noida
5,2,Semi-Furnished,6643,21,1,0.577490112,17591057,41000000,Greater Noida
4,4,Unfurnished,2399,15,1,0.714530446,7308882,17500000,Greater Noida
4,1,Unfurnished,4000,11,1,0.174020869,7968690,15900000,Greater Noida
3,2,Unfurnished,1700,9,1,0.640095351,2755962,10000000,Greater Noida
3,1,Furnished,1800,5,1,0.577490112,3039140,9000000,Greater Noida
3,3,Semi-Furnished,4815,4,1,0.21981483,28792930,56000000,Greater Noida
2,2,Furnished,1280,23,1,0.573963677,3388464,6800000,Greater Noida
4,4,Furnished,1411,28,1,0.467253428,9593356,25000000,Greater Noida
4,4,Semi-Furnished,2102,16,1,0.63727934,7901215,18500000,Greater Noida
1,1,Semi-Furnished,656,8,1,0.718423285,1178582,3500000,Greater Noida
4,3,Semi-Furnished,4000,25,1,0.485002476,23490572,75000000,Greater Noida
2,2,Semi-Furnished,1250,4,2,0.656634489,1254026,3250000,Greater Noida
3,3,Semi-Furnished,842,28,1,0.119197315,1733878,4860000,Greater Noida
5,5,Semi-Furnished,1808,12,1,0.718423285,19203938,46000000,Greater Noida
4,4,Semi-Furnished,3240,27,3,0.301783132,7926612,27900000,Greater Noida
1,1,Unfurnished,500,13,2,0.364323019,546505,1050000,Greater Noida
1,1,Unfurnished,775,6,1,0.653733934,4974168,9500000,Greater Noida
2,2,Semi-Furnished,1877,22,1,0.467253428,4118494,9200000,Greater Noida
2,2,Furnished,1290,23,1,0.691794133,4454333,11000000,Greater Noida
2,1,Semi-Furnished,534,20,1,0.430345322,552339,1600000,Greater Noida
2,2,Unfurnished,2355,9,1,0.600167335,4542379,9500000,Greater Noida
2,2,Semi-Furnished,1291,21,1,0.600167335,3108853,7000000,Greater Noida
6,4,Semi-Furnished,1000,3,1,0.656634489,3064843,10000000,Greater Noida
3,3,Unfurnished,1385,30,1,0.234985169,2266878,4500000,Greater Noida
3,2,Furnished,1701,25,1,0.300646937,3122923,6500000,Greater Noida
2,2,Furnished,925,4,1,0.656634489,1850393,3600000,Greater Noida
2,2,Furnished,1050,12,1,0.718423285,1910693,4200000,Greater Noida
4,3,Furnished,1888,20,1,0.222105607,2977253,7000000,Greater Noida
2,2,Unfurnished,1055,16,1,0.653733934,1439404,3850000,Greater Noida
2,2,Furnished,1275,22,1,0.364323019,2292740,4500000,Greater Noida
3,2,Furnished,1290,3,1,0.817267975,1770926,3600000,Greater Noida
3,2,Furnished,1395,30,1,0.485002476,1239913,4500000,Greater Noida
2,2,Furnished,1370,22,1,0.653733934,1677513,6200000,Greater Noida
2,2,Furnished,1115,23,1,0.485002476,1342573,3700000,Greater Noida
2,2,Semi-Furnished,1155,17,1,0.112967957,2147807,4500000,Greater Noida
2,2,Furnished,1370,13,1,0.330202559,3143265,6000000,Greater Noida
2,2,Furnished,975,16,1,0.339001653,1061438,3500000,Greater Noida
2,2,Furnished,1000,9,1,1.006558048,1664143,3960000,Greater Noida
3,2,Unfurnished,1494,28,1,0.794715562,1747318,4800000,Greater Noida
2,2,Semi-Furnished,1000,30,1,1.006558048,1609832,3100000,Greater Noida
3,2,Furnished,1295,27,1,0.814372756,2000720,4120000,Greater Noida
3,2,Unfurnished,1425,2,1,0.595961035,2810753,5800000,Greater Noida
2,2,Furnished,1115,18,1,0.814372756,1471249,3800000,Greater Noida
2,2,Semi-Furnished,1075,30,1,0.493564087,1491875,4000000,Greater Noida
3,3,Furnished,1385,7,1,0.482342875,1611313,4800000,Greater Noida
2,2,Furnished,900,20,1,0.482342875,891127,3200000,Greater Noida
2,2,Furnished,900,28,1,0.758139263,1720496,3500000,Greater Noida
2,2,Furnished,975,9,1,0.802527974,1911638,4000000,Greater Noida
3,3,Furnished,1705,20,1,0.542293309,3400165,6450000,Greater Noida
2,2,Furnished,1270,6,1,0.418542877,2552774,4850000,Greater Noida
2,2,Furnished,995,9,1,0.413288286,1435127,3500000,Greater Noida
2,2,Furnished,788,21,3,0.707826012,1492266,3200000,Greater Noida
2,2,Semi-Furnished,990,26,1,0.474133904,1650801,3220000,Greater Noida
2,2,Furnished,1115,1,1,0.49523285,2047905,4200000,Greater Noida
2,2,Furnished,1115,5,1,0.581003149,1150872,3500000,Greater Noida
2,2,Furnished,1030,13,1,0.494116553,1529545,4000000,Greater Noida
2,2,Furnished,975,22,1,0.222105607,922759,3100000,Greater Noida
2,2,Furnished,990,8,1,0.577490112,1802916,3500000,Greater Noida
2,2,Furnished,1150,30,1,0.714530446,1863017,4400000,Greater Noida
3,2,Furnished,1295,25,1,0.174020869,1765199,5450000,Greater Noida
2,2,Unfurnished,799,2,1,0.640095351,1542404,3500000,Greater Noida
3,3,Furnished,1295,14,1,0.577490112,2218134,5200000,Greater Noida
3,3,Furnished,1705,16,1,0.21981483,2219806,6200000,Greater Noida
2,2,Furnished,1075,22,1,0.573963677,1027430,3500000,Greater Noida
2,2,Furnished,900,7,1,0.467253428,1542286,3500000,Greater Noida
3,3,Furnished,1962,20,1,0.63727934,4288316,10700000,Greater Noida
2,2,Furnished,1270,11,1,0.718423285,1962287,4200000,Greater Noida
3,2,Furnished,900,14,1,0.485002476,2604805,6500000,Greater Noida
2,2,Furnished,1100,1,1,0.656634489,1660099,3400000,Greater Noida
2,2,Unfurnished,1005,21,1,0.119197315,1247777,3050000,Greater Noida
3,2,Furnished,1500,24,1,0.718423285,2312562,5620000,Greater Noida
2,2,Furnished,1050,3,1,0.301783132,1731505,3500000,Greater Noida
2,2,Furnished,1200,17,1,0.364323019,1664911,4500000,Greater Noida
2,2,Furnished,1050,2,1,0.653733934,1135988,3800000,Greater Noida
3,3,Unfurnished,1730,17,1,0.467253428,1627220,6000000,Greater Noida
2,2,Semi-Furnished,1240,4,1,0.691794133,2868628,6200000,Greater Noida
2,2,Semi-Furnished,1050,23,1,0.430345322,1793985,4200000,Greater Noida
2,2,Furnished,895,25,1,0.600167335,1347667,3000000,Greater Noida
2,2,Furnished,1050,21,1,0.600167335,1119148,3500000,Greater Noida
2,2,Furnished,1050,23,1,0.656634489,958609,3200000,Greater Noida
3,2,Semi-Furnished,1450,16,1,0.234985169,1604700,6000000,Greater Noida
2,2,Furnished,1200,14,1,0.300646937,1424145,4000000,Greater Noida
3,4,Unfurnished,1742,4,1,0.656634489,2514765,6000000,Greater Noida
2,2,Furnished,1150,22,1,0.718423285,1541474,4200000,Greater Noida
2,2,Unfurnished,1050,2,1,0.222105607,1439976,3800000,Greater Noida
2,2,Furnished,1150,18,1,0.653733934,1957669,3900000,Greater Noida
3,3,Semi-Furnished,1815,19,2,0.364323019,2310240,6500000,Greater Noida
3,2,Semi-Furnished,1350,4,1,0.817267975,2594226,6500000,Greater Noida
3,2,Furnished,1555,30,1,0.485002476,2492056,5300000,Greater Noida
2,2,Furnished,895,8,1,0.653733934,1170719,3180000,Greater Noida
3,3,Furnished,1900,6,1,0.485002476,2993254,7000000,Greater Noida
3,2,Furnished,1450,28,1,0.112967957,2552933,5200000,Greater Noida
3,3,Furnished,1800,8,1,0.330202559,4728106,9200000,Greater Noida
4,3,Unfurnished,1800,3,1,0.339001653,2570287,8500000,Greater Noida
3,2,Furnished,1297,26,1,1.006558048,2793335,5500000,Greater Noida
3,2,Unfurnished,1500,2,3,0.794715562,2753419,7000000,Greater Noida
4,3,Furnished,1950,28,1,1.006558048,2288683,6900000,Greater Noida
3,2,Furnished,1540,28,1,0.814372756,2769489,7200000,Greater Noida
3,3,Furnished,1800,10,2,0.595961035,4306236,8250000,Greater Noida
3,4,Furnished,1800,22,1,0.814372756,3147822,8000000,Greater Noida
3,3,Furnished,1800,7,1,0.493564087,3152520,9000000,Greater Noida
3,3,Unfurnished,1800,1,1,0.482342875,3423193,7950000,Greater Noida
3,3,Furnished,1830,3,1,0.482342875,2190378,6700000,Greater Noida
3,3,Semi-Furnished,1742,8,1,0.758139263,1985302,7000000,Greater Noida
2,3,Furnished,1507,9,1,0.802527974,1666507,5600000,Greater Noida
2,2,Furnished,1050,1,1,0.542293309,1130009,3800000,Greater Noida
3,3,Semi-Furnished,1742,13,1,0.418542877,1985935,6540000,Greater Noida
3,4,Furnished,1742,2,1,0.413288286,2101490,7000000,Greater Noida
2,2,Semi-Furnished,1050,12,1,0.707826012,1730242,4000000,Greater Noida
2,2,Furnished,1260,10,1,0.474133904,1246249,4000000,Greater Noida
3,3,Furnished,1742,21,1,0.49523285,2305805,6500000,Greater Noida
3,2,Semi-Furnished,1500,1,1,0.581003149,3300155,6600000,Greater Noida
3,4,Semi-Furnished,1742,19,1,0.494116553,2525638,6500000,Greater Noida
2,2,Furnished,1260,9,1,0.49523285,1758378,4000000,Greater Noida
3,3,Furnished,2250,22,1,0.581003149,2626858,8500000,Greater Noida
3,3,Semi-Furnished,1742,21,1,0.494116553,2514450,8000000,Greater Noida
3,3,Semi-Furnished,1742,29,1,0.467253428,1783531,6500000,Greater Noida
3,2,Furnished,1850,30,1,0.63727934,2002974,6500000,Greater Noida
2,2,Unfurnished,1370,14,1,0.718423285,1685283,5000000,Greater Noida
2,2,Furnished,920,13,1,0.485002476,1194572,3850000,Greater Noida
2,2,Furnished,1300,9,1,0.656634489,1463696,5100000,Greater Noida
3,3,Furnished,1650,8,1,0.119197315,4076760,13800000,Greater Noida
3,3,Unfurnished,1350,2,1,0.718423285,3273218,8500000,Greater Noida
2,2,Furnished,1150,20,1,0.301783132,1908052,6000000,Greater Noida
2,2,Furnished,880,16,1,0.364323019,1100508,3060000,Greater Noida
3,2,Semi-Furnished,1440,2,1,0.653733934,2774272,7000000,Greater Noida
2,2,Furnished,890,5,1,0.467253428,1408143,3160000,Greater Noida
4,4,Unfurnished,2200,4,1,0.691794133,4109688,15000000,Greater Noida
3,2,Semi-Furnished,1175,9,1,0.430345322,2134589,4500000,Greater Noida
2,2,Furnished,1000,30,1,0.600167335,1501991,3500000,Greater Noida
2,2,Unfurnished,1285,15,1,0.600167335,1425844,5000000,Greater Noida
2,2,Furnished,1160,11,1,0.656634489,2568306,5200000,Greater Noida
3,2,Unfurnished,1390,1,1,0.234985169,2481225,4900000,Greater Noida
3,4,Furnished,1766,10,1,0.300646937,2377594,8500000,Greater Noida
3,3,Furnished,1521,11,1,0.656634489,2591860,7700000,Greater Noida
2,2,Furnished,895,15,1,0.718423285,1523658,3200000,Greater Noida
3,3,Unfurnished,1186,5,1,0.222105607,2765214,6000000,Greater Noida
2,2,Furnished,1010,1,1,0.653733934,1186582,3800000,Greater Noida
3,2,Furnished,1267,29,1,0.364323019,1211454,3800000,Greater Noida
2,2,Semi-Furnished,995,16,1,0.817267975,1210282,3350000,Greater Noida
2,2,Furnished,985,7,1,0.485002476,1447972,3700000,Greater Noida
2,2,Unfurnished,895,19,1,0.653733934,1151813,2700000,Greater Noida
2,2,Furnished,895,15,1,0.485002476,970733,2690000,Greater Noida
2,2,Furnished,1010,7,1,0.112967957,1465080,3800000,Greater Noida
2,2,Furnished,1045,12,1,0.330202559,1842644,4000000,Greater Noida
3,2,Furnished,1625,6,1,0.339001653,1530402,5600000,Greater Noida
2,2,Unfurnished,1125,24,1,1.006558048,1238108,3750000,Greater Noida
3,3,Unfurnished,1610,2,1,0.794715562,3161663,7000000,Greater Noida
2,2,Semi-Furnished,1125,6,1,1.006558048,2248229,4500000,Greater Noida
2,2,Unfurnished,1225,25,1,0.814372756,1952660,4900000,Greater Noida
3,2,Furnished,1170,29,1,0.595961035,1575168,3900000,Greater Noida
3,4,Furnished,1745,6,1,0.814372756,2043077,7000000,Greater Noida
2,2,Semi-Furnished,748,13,1,0.493564087,1220994,3200000,Greater Noida
2,2,Unfurnished,995,22,1,0.482342875,1414077,3500000,Greater Noida
2,2,Unfurnished,1195,15,1,0.482342875,1637674,5000000,Greater Noida
2,2,Semi-Furnished,880,9,1,0.758139263,1104155,3300000,Greater Noida
3,3,Unfurnished,1700,4,1,0.802527974,2541518,7000000,Greater Noida
2,2,Semi-Furnished,900,18,1,0.542293309,752939,2800000,Greater Noida
3,2,Semi-Furnished,1430,16,1,0.418542877,2125978,6100000,Greater Noida
3,2,Unfurnished,1150,27,1,0.413288286,1852270,5800000,Greater Noida
3,3,Unfurnished,1360,6,1,0.707826012,1749747,5000000,Greater Noida
2,2,Furnished,955,27,1,0.474133904,1136470,3850000,Greater Noida
2,2,Semi-Furnished,1160,15,1,0.49523285,2392190,4800000,Greater Noida
3,3,Semi-Furnished,1545,18,1,0.581003149,2646606,6300000,Greater Noida
2,2,Unfurnished,1270,6,1,0.494116553,1903343,4300000,Greater Noida
3,2,Furnished,1170,18,1,0.49523285,2122442,4500000,Greater Noida
2,2,Furnished,980,29,1,0.581003149,1777559,4500000,Greater Noida
3,2,Unfurnished,1206,16,1,0.494116553,1575912,5500000,Greater Noida
3,2,Semi-Furnished,1295,11,1,1.006558048,2431234,6000000,Greater Noida
3,2,Furnished,1080,13,1,0.794715562,1882424,4500000,Greater Noida
2,2,Furnished,1164,26,1,1.006558048,1886514,4100000,Greater Noida
4,4,Semi-Furnished,3200,8,1,0.814372756,5283715,14000000,Greater Noida
3,3,Furnished,1650,23,1,0.595961035,2675232,9000000,Greater Noida
3,4,Semi-Furnished,3503,9,1,0.479531835,4737932,14000000,Gurgaon
2,2,Unfurnished,1025,21,1,0.666118051,1796650,5000000,Gurgaon
5,3,Furnished,2561,15,1,0.670275289,5857514,13500000,Gurgaon
4,4,Semi-Furnished,4600,29,1,0.714494024,20290024,49000000,Gurgaon
3,3,Semi-Furnished,4193,4,1,0.716047822,11618381,32500000,Gurgaon
3,3,Semi-Furnished,1550,29,1,0.632619676,6284124,12000000,Gurgaon
5,5,Semi-Furnished,7500,17,1,0.694910754,38097699,90000000,Gurgaon
1,1,Semi-Furnished,1260,24,1,0.641672004,1793839,5500000,Gurgaon
5,5,Semi-Furnished,3638,1,1,0.472315202,5082829,17500000,Gurgaon
5,5,Semi-Furnished,4000,1,1,0.547676971,4254767,14000000,Gurgaon
5,5,Semi-Furnished,5000,14,1,0.745760127,16422713,50000000,Gurgaon
5,5,Semi-Furnished,2690,29,1,0.526282018,11015066,36000000,Gurgaon
1,2,Semi-Furnished,6500,6,1,0.600216854,28151813,90000000,Gurgaon
2,3,Semi-Furnished,1350,24,1,0.636054662,4573415,13500000,Gurgaon
1,1,Unfurnished,500,30,1,0.629738552,866095,2800000,Gurgaon
4,4,Semi-Furnished,2500,21,3,0.579554159,28000981,56000000,Gurgaon
3,2,Semi-Furnished,1049,17,1,0.623765184,1139067,4000000,Gurgaon
4,4,Semi-Furnished,4358,22,1,0.711220606,26122553,65000000,Gurgaon
3,2,Semi-Furnished,1364,9,1,0.66072845,1319900,3550000,Gurgaon
2,2,Semi-Furnished,1270,8,1,0.688499993,2978743,5700000,Gurgaon
4,5,Semi-Furnished,4712,9,1,0.727037439,17589068,60000000,Gurgaon
3,5,Unfurnished,1800,23,1,0.740613672,7369939,20000000,Gurgaon
5,3,Unfurnished,1345,27,1,0.714012445,17444572,33600000,Gurgaon
5,5,Unfurnished,4500,12,1,1.499980284,29506640,60000000,Gurgaon
5,5,Semi-Furnished,23284,3,1,0.643131589,36404690,76000000,Gurgaon
4,5,Unfurnished,2355,24,1,0.637633995,11108706,33500000,Gurgaon
3,3,Unfurnished,1777,19,1,0.502500077,5555962,18000000,Gurgaon
3,3,Semi-Furnished,1589,23,1,0.682495197,2991189,6800000,Gurgaon
5,5,Semi-Furnished,7500,2,2,0.655887069,45775276,90000000,Gurgaon
4,4,Unfurnished,3149,20,1,0.639591663,7181780,17500000,Gurgaon
4,3,Semi-Furnished,2199,27,1,0.442044747,7084565,17100000,Gurgaon
3,3,Semi-Furnished,4712,24,1,0.354286273,4892631,14500000,Gurgaon
3,2,Furnished,2299,23,1,0.710354181,6996997,15000000,Gurgaon
2,4,Unfurnished,1400,12,2,0.68723166,4693854,15000000,Gurgaon
5,4,Semi-Furnished,20798,1,1,0.621542153,21808930,62500000,Gurgaon
5,3,Semi-Furnished,5711,25,1,0.671867428,15406476,41000000,Gurgaon
3,3,Furnished,1779,27,1,0.598028336,4570445,11500000,Gurgaon
2,2,Semi-Furnished,1415,20,1,0.601761813,3275189,10000000,Gurgaon
4,3,Semi-Furnished,500,5,1,0.455913859,1557610,5300000,Gurgaon
3,4,Semi-Furnished,2368,23,1,0.602451744,14860476,35000000,Gurgaon
